               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.041705,            0.034943,                   0,             0.66016,             0.64773,             0.68803,             0.32281,            0.048695,            0.028587,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.039996,            0.035007,                   0,              0.6959,             0.65341,             0.70638,             0.32614,            0.048339,            0.028046,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.041035,            0.033762,                   0,              0.6729,             0.69886,             0.73533,              0.3489,            0.046969,            0.027794,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.039951,            0.033433,                   0,             0.70603,             0.69596,             0.74224,             0.35111,            0.047103,            0.028107,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.041225,            0.034957,                   0,             0.71065,             0.69886,              0.7577,             0.36222,            0.046845,            0.026745,                   0,            0.002278,            0.002278,            0.002278
                 158,            0.040389,            0.032483,                   0,             0.69966,             0.72159,              0.7526,             0.36868,            0.046774,            0.026402,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.040523,            0.034181,                   0,             0.72891,               0.625,             0.73746,              0.3562,            0.047267,            0.027466,                   0,            0.002179,            0.002179,            0.002179
                 160,            0.040941,            0.033588,                   0,             0.64291,             0.64205,             0.71142,             0.34508,            0.047972,            0.029057,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.040339,            0.032868,                   0,             0.67973,             0.60227,             0.68454,             0.33588,            0.048085,             0.02977,                   0,             0.00208,             0.00208,             0.00208
                 162,            0.039797,            0.032714,                   0,             0.59911,             0.73024,             0.71176,             0.34792,            0.047843,            0.028561,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.040176,            0.034232,                   0,              0.7234,             0.58523,              0.6884,             0.33931,            0.047847,            0.029453,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.040725,            0.033787,                   0,             0.66769,             0.60227,             0.67087,             0.32131,            0.048607,            0.029858,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.039311,            0.034436,                   0,              0.5653,             0.76105,             0.70068,             0.34088,            0.047987,            0.028198,                   0,            0.001882,            0.001882,            0.001882
